0,23.43929111
1,23.56878987
2,23.69494281
3,23.8143696
4,23.92412664
5,24.02110838
6,24.10243957
7,24.16603841
8,24.20955004
9,24.23142472
10,24.23072059
11,24.20666618
12,24.15921542
13,24.08922255
14,23.99745688
15,23.88585301
16,23.75679386
17,23.61291182
18,23.45765897
19,23.29513362
20,23.12900952
21,22.96413506
22,22.8052503
23,22.65661766
24,22.5230167
25,22.4088509
26,22.3172937
27,22.25184167
28,22.21479343
29,22.20721301
30,22.22989641
31,22.28224067
32,22.36238938
33,22.4684083
34,22.59693045
35,22.74386411
36,22.90545348
37,23.07692793
38,23.25343745
39,23.43069355
40,23.60415378
41,23.76932118
42,23.92280393
43,24.06077817
44,24.18027816
45,24.2790337
46,24.35488044
47,24.40639821
48,24.43318935
49,24.43463228
50,24.41134208
51,24.36437059
52,24.29499488
53,24.20522299
54,24.09746136
55,23.97409321
56,23.83823954
57,23.69297172
58,23.54130007
59,23.38685388
60,23.23291407
61,23.08261129
62,22.93938243
63,22.80624152
64,22.68574805
65,22.58061654
66,22.49288583
67,22.42406388
68,22.37547887
69,22.34797789
70,22.34146315
71,22.3559962
72,22.39072681
73,22.44446831
74,22.51573704
75,22.60284181
76,22.70351579
77,22.81579813
78,22.93727112
79,23.06545865
80,23.19802857
81,23.33252029
82,23.46621262
83,23.59683958
84,23.72193647
85,23.8389628
86,23.94584338
87,24.04050047
88,24.12089498
89,24.18546426
90,24.23291221
91,24.26173395
92,24.27138891
93,24.26116442
94,24.23078833
95,24.18050171
96,24.11089225
97,24.02266716
98,23.91764166
99,23.79755977
100,23.66467867
101,23.52200867
102,23.37269469
103,23.22008655
104,23.06822964
105,22.92088925
106,22.78208822
107,22.65587724
108,22.54588177
109,22.45554059
110,22.38802771
111,22.34546597
112,22.32947903
113,22.34124033
114,22.38027418
115,22.44576207
116,22.53614882
117,22.6484792
118,22.77955486
119,22.92573933
120,23.08223171
121,23.24476413
122,23.40863378
123,23.56890012
124,23.72125652
125,23.86161393
126,23.98580362
127,24.09101174
128,24.17434056
129,24.23357828
130,24.26750718
131,24.27527219
132,24.25654017
133,24.21224653
134,24.14350973
135,24.05217905
136,23.94117101
137,23.81338734
138,23.67246374
139,23.52271574
140,23.36809412
141,23.21305695
142,23.06234206
143,22.91980009
144,22.78974406
145,22.67598983
146,22.58153338
147,22.50917852
148,22.46108269
149,22.43811125
150,22.44104856
151,22.4692854
152,22.52140893
153,22.5955356
154,22.68895535
155,22.79807206
156,22.91960313
157,23.04953241
158,23.18396028
159,23.31918184
160,23.45170097
161,23.57817556
162,23.69601459
163,23.802549
164,23.89585417
165,23.97451591
166,24.037083
167,24.08282751
168,24.11131849
169,24.12223067
170,24.11570538
171,24.09228618
172,24.05240529
173,23.99721596
174,23.92791227
175,23.84596549
176,23.75305279
177,23.65126276
178,23.54237381
179,23.42871355
180,23.31233533
181,23.19537257
182,23.07992263
183,22.9682336
184,22.86220092
185,22.76401331
186,22.67563406
187,22.59891422
188,22.53566763
189,22.48769117
190,22.45620912
191,22.44254686
192,22.44757984
193,22.47170388
194,22.51510959
195,22.5775605
196,22.65818006
197,22.75576098
198,22.86880017
199,22.99488594
200,23.13174438
201,23.27651796
202,23.42598076
203,23.5768091
204,23.72582229
205,23.86913482
206,24.00350878
207,24.12575938
208,24.23251411
209,24.32101824
210,24.38899348
211,24.43394352
212,24.45459539
213,24.44981903
214,24.41883814
215,24.36197606
216,24.2797979
217,24.17330193
218,24.04470477
219,23.89640674
220,23.73112883
221,23.55301354
222,23.36594569
223,23.17438142
224,22.9837194
225,22.79901004
226,22.62534421
227,22.4684087
228,22.33270166
229,22.22241496
230,22.14150056
231,22.09228008
232,22.07617492
233,22.09421004
234,22.1451036
235,22.22734365
236,22.33846695
237,22.47444864
238,22.63108244
239,22.80385093
240,22.98705501
241,23.17572624
242,23.36467983
243,23.54858237
244,23.72307476
245,23.88401478
246,24.02747242
247,24.1508327
248,24.2517288
249,24.32815393
250,24.37941715
251,24.4049949
252,24.40483839
253,24.37989205
254,24.33135268
255,24.26066285
256,24.17045205
257,24.06287202
258,23.94094249
259,23.80814965
260,23.66778043
261,23.52338295
262,23.37901149
263,23.23789627
264,23.10352963
265,22.97909457
266,22.867068
267,22.76955254
268,22.68835602
269,22.62433928
270,22.57822855
271,22.55027989
272,22.54023542
273,22.54763329
274,22.57175598
275,22.61151075
276,22.66560296
277,22.73257052
278,22.8105558
279,22.89762988
280,22.99168998
281,23.09053422
282,23.19191685
283,23.29390277
284,23.39429576
285,23.49137228
286,23.58334598
287,23.66880651
288,23.74620475
289,23.81447334
290,23.87227281
291,23.9186622
292,23.95267433
293,23.9734894
294,23.98042554
295,23.97306011
296,23.95106905
297,23.9144583
298,23.86359127
299,23.79904349
300,23.72182641
301,23.63343284
302,23.53549386
